Dataset,Algorithm,CV_fold,HP_vals,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training_time,Inference_time
waveform,Pystacknet,1,"{'RandomForestClassifier_est_1': 150, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.874,0.8741532976827094,0.06292335115864528,0.877314007555943,0.9691248303934872,0.9674957916008552,28.935990508645773,0.6311295237392187
waveform,Pystacknet,2,"{'RandomForestClassifier_est_1': 450, 'ExtraTreesClassifier_est': 400, 'verbose': 0}",0.848,0.8452762923351159,0.07638146167557933,0.8494403081810812,0.9702577575580209,0.9696228146171911,24.342117060907185,0.6983086541295052
waveform,Pystacknet,3,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 400, 'verbose': 0}",0.848,0.8457439514154177,0.0761117641296895,0.8502826313773658,0.9706003428663849,0.9698333551361954,25.351988376118243,0.6659934967756271
waveform,Pystacknet,4,"{'RandomForestClassifier_est_1': 450, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.858,0.8575962386129885,0.07120188069350573,0.8585761319017339,0.9702317589890356,0.9683933778274311,25.76554760709405,0.5243405774235725
waveform,Pystacknet,5,"{'RandomForestClassifier_est_1': 150, 'ExtraTreesClassifier_est': 350, 'verbose': 0}",0.85,0.8478254481339995,0.07507101577039867,0.8523068448906375,0.9700136910264897,0.9694289731191441,31.508294359780848,0.5763116478919983
waveform,Pystacknet,6,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 300, 'verbose': 0}",0.858,0.8556295110511979,0.07119905118051549,0.8620627379435201,0.9669911026894186,0.965716531272199,13.49317054450512,1.204407423734665
waveform,Pystacknet,7,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.86,0.8599420453915357,0.07002897730423217,0.8602723099452484,0.9711963634162027,0.9703970805907814,24.410327496007085,0.6925699654966593
waveform,Pystacknet,8,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 350, 'verbose': 0}",0.848,0.8475600087277567,0.07520989462602067,0.848408740515263,0.9652692068469447,0.963612623683192,16.648600226268172,0.5835426617413759
waveform,Pystacknet,9,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 300, 'verbose': 0}",0.85,0.8497601667203151,0.0751199166398425,0.8498622937033534,0.9682041408836984,0.9675203039879744,23.346762970089912,0.6360701080411673
musk-1,Pystacknet,0,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.875,0.8677248677248677,0.13227513227513227,0.8947368421052632,0.35978835978835977,0.3660237447965391,5.738076618872583,13.742044529256722
musk-1,Pystacknet,1,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 300, 'verbose': 0}",0.8125,0.8068783068783069,0.1931216931216931,0.8,0.25749559082892415,0.3224338648098052,9.277429758571088,4.893077925468485
musk-1,Pystacknet,2,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.9375,0.9444444444444444,0.05555555555555555,0.875,0.36331569664902996,0.35392263841665594,4.277796918526292,5.30310485434408
musk-1,Pystacknet,3,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.8541666666666666,0.8492063492063492,0.15079365079365079,0.85,0.31569664902998235,0.338989219410137,4.856818844564259,5.3244335964942975
musk-1,Pystacknet,4,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.875,0.8783068783068784,0.12169312169312169,0.8260869565217391,0.3562610229276896,0.35880005474452165,3.352441123686731,10.859294096007943
musk-1,Pystacknet,5,"{'RandomForestClassifier_est_1': 150, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.875,0.8677248677248677,0.13227513227513227,0.8947368421052632,0.36331569664902996,0.360135414888409,5.544223844073713,3.998044742426525
musk-1,Pystacknet,6,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.8297872340425532,0.8324175824175823,0.1675824175824176,0.782608695652174,0.5586080586080586,0.49519599554741756,3.1217371644452214,6.339718587696552
musk-1,Pystacknet,7,"{'RandomForestClassifier_est_1': 100, 'ExtraTreesClassifier_est': 350, 'verbose': 0}",0.8297872340425532,0.8129629629629629,0.18703703703703703,0.875,0.2240740740740741,0.3119187703224379,7.734670611098409,5.182960605684747
musk-1,Pystacknet,8,"{'RandomForestClassifier_est_1': 250, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.8297872340425532,0.8129629629629629,0.18703703703703703,0.875,0.2462962962962963,0.3094187774942496,9.741645249538124,6.201270175106982
musk-1,Pystacknet,9,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.7872340425531915,0.7759259259259259,0.22407407407407406,0.7777777777777778,0.45925925925925926,0.45985250317130194,5.0115185203030705,3.7432178220850356
echocardiogram,Pystacknet,0,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 250, 'verbose': 0}",0.9285714285714286,0.9444444444444444,0.05555555555555555,0.8333333333333334,0.2666666666666667,0.29415584415584417,1.7865712270140648,34.72829949376838
