Dataset,Algorithm,CV_fold,HP_vals,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training_time,Inference_time
oocytes_merluccius_states_2f,H2O-GBM,4,"{'min_rows': 5, 'ntrees': 10, 'max_depth': 7}",0.029411764705882363,0.04798534798534799,0.6196581196581197,0.013157894736842105,0.2839811869417133,0.4598100117864127,1.3087205449119208,3.32759613828624
oocytes_merluccius_states_2f,H2O-GBM,5,"{'min_rows': 5, 'ntrees': 40, 'max_depth': 3}",0.029411764705882363,0.038461538461538464,0.6474358974358975,0.013157894736842105,0.28954557869031555,0.4495700439181905,0.9518943931907417,2.9598877984373013
oocytes_merluccius_states_2f,H2O-GBM,6,"{'min_rows': 15, 'ntrees': 90, 'max_depth': 3}",0.0392156862745098,0.05128205128205129,0.6346153846153846,0.017316017316017316,0.2990798309877257,0.4636653259106029,0.5865227477625012,1.0094947053813468
oocytes_merluccius_states_2f,H2O-GBM,7,"{'min_rows': 25, 'ntrees': 10, 'max_depth': 7}",0.0784313725490196,0.10732600732600732,0.5876068376068376,0.032128514056224904,0.318664248762933,0.4499845932834343,1.082787647843361,5.407671005848576
oocytes_merluccius_states_2f,H2O-GBM,8,"{'min_rows': 45, 'ntrees': 20, 'max_depth': 6}",0.0392156862745098,0.05604395604395605,0.5807081807081808,0.017777777777777778,0.281273094595463,0.4623736517752573,0.4050134355202317,1.0516943373516494
oocytes_merluccius_states_2f,H2O-GBM,9,"{'min_rows': 15, 'ntrees': 70, 'max_depth': 4}",0.0196078431372549,0.025641025641025644,0.6490842490842491,0.009259259259259259,0.25735251590514746,0.4675186840514087,0.32334890868514776,3.3404981516593812
plant-margin,H2O-GBM,0,"{'seed': 1, 'min_rows': 5, 'ntrees': 30}",0.0125,0.015,0.017777777777777778,0.0001282051282051282,0.503405978823342,0.7181986531986533,6.866661347448826,5.011547059984878
plant-margin,H2O-GBM,1,"{'seed': 1, 'min_rows': 5, 'ntrees': 30}",0.00625,0.01,0.014191919191919191,6.289308176100629e-05,0.4893361396385638,0.7334764309764309,4.987839967012405,3.619236894883216
plant-margin,H2O-GBM,2,"{'seed': 1, 'min_rows': 5, 'ntrees': 10}",0.0,0.015,0.01601010101010101,0.0,0.4861601385240029,0.7480976430976429,5.548966525122523,3.4547195245977487
plant-margin,H2O-GBM,3,"{'seed': 1, 'min_rows': 15, 'ntrees': 40}",0.00625,0.01,0.018787878787878787,6.289308176100629e-05,0.4970036223230636,0.7292929292929293,15.764248119667172,5.088756082113832
plant-margin,H2O-GBM,4,"{'seed': 1, 'min_rows': 35, 'ntrees': 50}",0.0125,0.015,0.011818181818181818,0.00012658227848101267,0.5083639837592548,0.7411952861952863,2.592967952601612,3.623965207953008
plant-margin,H2O-GBM,5,"{'seed': 1, 'min_rows': 5, 'ntrees': 40}",0.00625,0.005,0.018686868686868686,6.289308176100629e-05,0.4949791019823263,0.7515404040404041,17.54008563607931,10.367805196437985
plant-margin,H2O-GBM,6,"{'seed': 1, 'min_rows': 15, 'ntrees': 30}",0.00625,0.01,0.017626262626262625,6.369426751592357e-05,0.5003431255473292,0.7083922558922561,84.7737682759762,3.839733172208071
plant-margin,H2O-GBM,7,"{'seed': 1, 'min_rows': 5, 'ntrees': 20}",0.00625,0.02,0.01590909090909091,6.289308176100629e-05,0.5074641748268449,0.7466161616161616,6.715664983727037,5.196640401845798
plant-margin,H2O-GBM,8,"{'seed': 1, 'min_rows': 15, 'ntrees': 40}",0.00625,0.01,0.016616161616161616,6.25e-05,0.5037385558474644,0.7403367003367004,9.732884965837002,5.2524989296216535
plant-margin,H2O-GBM,9,"{'seed': 1, 'min_rows': 35, 'ntrees': 30}",0.0,0.0,0.015454545454545457,0.0,0.4969978504896107,0.7335774410774409,5.696119453758001,4.275831067934631
statlog-image,H2O-GBM,0,"{'seed': 1, 'min_rows': 5, 'ntrees': 10}",0.0,0.0,0.28427128427128434,0.0,0.35659626568717473,0.5259910100443822,0.9424740700051188,1.670095214854071
